ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;162326;0;0;;;;2019;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;4727;0;;;;2020;3
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;76284;;2019;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;5624;541;0;;;;2020;12
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;34;9;76;;;;2019;1
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;101807;;2019;10
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;8473;0;0;;;;2020;4
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;22245;2018;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;15983;0;0;;;;2018;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;4269;27366;0;;;;2020;12
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;171048;0;0;;;;2018;9
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;158;;2020;9
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;5000;26500;0;;;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;1000;6399;0;;;;2018;4
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;2153;2020;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2299;2019;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;14628;9806;4925;23411;;;2020;7
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;559;0;;;4571;2019;10
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;20084;20607;7503;15125;;;2019;7
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;2923;8596;0;;;;2018;2
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;10952;0;0;;;1464;2020;2
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;7480;12120;0;;;;2018;7
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;5605;0;;;;2019;12
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;689;2019;8
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;9526;0;;;112;2019;8
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;3208;0;0;;;7628;2019;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;25434;0;;;;2019;2
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;9311;2019;8
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;1011;0;;;;2019;2
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;183;0;;;4345;2019;11
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;118859;0;;;;2018;5
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;16774;4926;0;;;;2018;11
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;25001;0;0;;;;2019;5
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;46009;0;;;;2019;11
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2296925;0;0;;;;2019;11
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;47864;77689;0;230;;;2018;7
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;5569;32505;2494;;;;2019;8
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;859;0;;;;2018;7
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;5311;0;0;;;;2020;4
GUAJIRA;PUERTO BRISA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;27402;0;;;;2018;11
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;1815;21532;0;100;;;2018;7
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;19842;0;;;;2020;4
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;122;;2018;8
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;8724;2020;2
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;6423;0;;;;2018;3
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;1554;2020;10
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;139;109;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;0;7583;0;;;;2018;1
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;1334;5602;0;;;;2018;6
TURBO;PROMOTORA BANANERA S.A;GENERAL;1276;0;0;;;;2020;12
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;90899;0;;;;2019;10
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;30277;11297;0;;;;2019;6
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;248702;0;;;;2018;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;323;0;;;;2020;3
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;2580;0;0;;;1764;2019;4
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL LIQUIDO;0;1000;0;;;;2018;5
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;66257;0;;;;2018;10
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;2816;2020;3
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1896706;0;0;;;;2019;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;4;12;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;4917;7069;0;;;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;32736;7933;0;;;;2019;3
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;77739;0;;;;2019;8
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;36878;0;;;;2018;6
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;2503;2020;5
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;4320;2018;5
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;2089;2018;9
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;76613;0;;;;2020;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;140;0;;;;2019;8
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;40160;0;;;;2018;7
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;13832;17910;0;;;3151;2020;10
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;10;332;0;;;;2019;11
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;0;18210;0;;;531;2020;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;45108;0;0;;;;2020;7
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;109079;0;;;;2019;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;46389;74145;0;206;;;2018;12
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;200054;0;;;166294;2018;4
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;7587;2019;11
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;6532;2285;0;;;;2020;7
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;321332;0;;;;2020;5
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;65986;36353;0;;;;2019;5
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;207109;0;;;;2018;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1592;0;;;;2020;1
CARTAGENA;PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.;GRANEL LIQUIDO;0;3534;0;;;;2020;1
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;27342;0;;;;2019;5
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL LIQUIDO;0;23925;0;;;;2018;2
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;0;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;43301;60561;0;;;0;2020;11
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GENERAL;62;9036;1123;;;;2020;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;208656;0;;;;2019;3
BARRANQUILLA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;1408;2018;12
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;1798;0;;;;2019;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;27367;0;;;;2020;10
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;6541;2612;0;;;;2019;11
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;6183;2019;7
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;3270;2019;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;62954;0;;;;2020;7
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL SOLIDO DIFER. DE CARBON;0;44000;0;;;;2019;10
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;0;7000;0;;;;2020;8
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;37650;0;;;;2018;1
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;103059;0;0;;;;2019;6
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;39356;0;;;;2020;6
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;7239;0;0;;;;2019;9
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4857;2018;6
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;5225;0;;;;2020;4
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;14149;0;;;;2019;4
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4541;2019;4
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;20;123;0;;;;2019;4
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;154771;234531;1223884;;;65353;2020;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;4942;2020;1
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;19622;0;;;;2019;12
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;22455;0;;;;2019;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;3749;0;;;;2019;2
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;3000;23000;0;;;;2018;11
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;65274;0;;;;2019;3
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;359345;76584;0;;;168844;2020;12
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;11452;0;0;;;;2020;9
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;18800;23247;5677;20891;;;2019;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;51;186;0;;;;2020;8
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;4319;7496;0;;;;2018;2
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;98994;0;;;;2019;4
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;29290;0;;;;2020;1
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2494652;0;0;;;;2018;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;125741;0;;;;2019;9
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;24130;0;;;;2018;12
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;116503;0;;;;2019;1
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;48709;0;;;;2018;10
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;71632;0;;;;2020;7
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;333725;4098;0;;;76203;2020;6
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GRANEL SOLIDO DIFER. DE CARBON;3401;5046;0;;;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;530;280;;;;2020;11
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;22000;40254;0;;;;2018;4
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;120;;2019;7
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;227059;149482;0;;;114555;2020;1
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;79;152;862;;;;2019;9
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;5960;0;0;;;4387;2020;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;16;44;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;2161;5612;0;;;;2020;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;224591;0;;;;2018;12
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CARBON AL GRANEL;53635;0;0;;;;2018;7
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1649879;0;0;;;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;69303;0;;;;2019;1
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;102706;0;0;;;;2020;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;5585;0;;;5722;2018;12
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;6635;0;0;;;3513;2019;11
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;508;2863;0;;;7128;2019;8
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;187;0;;;5707;2018;5
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;6644;0;0;;;;2018;5
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;0;667;0;;;;2018;6
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;41699;7830;0;;;1181;2018;1
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;CONTENEDORES;0;333;0;;;;2019;11
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;8347;444;0;;;;2020;3
TURBO;PROMOTORA BANANERA S.A;GENERAL;5;0;0;;;;2018;4
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CONTENEDORES;13;181;0;;;;2019;6
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;2924;2019;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;95187;0;;;;2018;9
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;3494;0;;;;2018;4
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;59156;0;;;;2020;3
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;66696;0;;;;2018;11
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;99;175;0;;;;2019;9
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;91819;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;38067;0;;;;2018;12
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;64130;0;;;;2020;11
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;69719;0;0;;;;2019;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;32129;4098;0;;;;2019;4
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;34605;0;0;;;;2020;5
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;142410;0;0;;;;2018;1
CARTAGENA;ATUNAMAR LIMITADA;GENERAL;0;0;0;;;1861;2020;5
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7240;2019;11
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;1528;14044;474;;;;2020;4
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;9;104;;;;2019;3
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;3172;0;;;10582;2018;10
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;711;2020;7
CARTAGENA;PUERTO BUENAVISTA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;27632;0;;;;2018;8
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;20384;0;0;;;;2020;12
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;55228;0;;;;2020;9
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;50533;0;0;;;;2020;4
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;143579;0;;;;2018;3
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;518719;75919;0;;;76385;2019;4
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;18646;21370;11733;19841;;;2019;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1362;0;;;;2019;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;3124;0;;;;2020;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;25120;0;;;;2020;2
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2276105;0;0;;;;2019;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;0;3103;0;;;;2019;8
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2876980;0;0;;;;2018;6
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2024240;0;0;;;;2018;7
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7299;2019;5
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;157133;;2018;10
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;39208;29833;809;;;42;2018;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;36943;61032;0;;;;2020;10
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;153093;0;;;;2018;6
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;6253;0;;;;2019;7
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;6032;0;0;;;;2018;2
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;54624;0;0;;;;2020;1
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;5283;0;;;2725;2019;6
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;8788;0;0;;;;2018;5
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;68206;0;0;;;;2018;4
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;184432;244010;490591;;;;2019;3
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;381876;110705;0;;;80964;2019;8
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;3188;0;;;;2019;12
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;7535;1573;204;;;306;2020;6
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;180241;0;;;100778;2020;6
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1859;2020;1
BUENAVENTURA;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.;CONTENEDORES;14722;31041;35682;;;;2018;9
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;8257;0;0;;;1595;2020;12
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;1463;5348;0;;;;2019;1
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;72136;0;0;;;;2020;11
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;144;0;;;3420;2019;5
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2311;0;;;;2018;8
CARTAGENA;SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.;GRANEL LIQUIDO;15173;0;0;;;;2018;4
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;63130;0;0;;;;2018;3
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6578;0;;;;2018;9
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;89000;0;0;;;;2020;4
