ZONA PORTUARIA;SOCIEDAD PORTUARIA;TIPO DE CARGA;EXPORTACION;IMPORTACIÓN;TRANSBORDO;TRANSITO INTERNACIONAL;FLUVIAL;CABOTAJE;AÑO VIGENCIA;MES VIGENCIA
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;0;10099;;;823;2020;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;43013;68086;0;237;;349;2020;12
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;17039;0;;;;2018;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;34581;288204;0;;;;2018;1
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;6798;0;;;;2019;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;6803;0;0;;;;2020;7
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;7294;220;0;;;;2018;1
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;35184;0;;;;2018;10
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;8507;50971;0;;;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;3000;72626;0;;;1485;2018;4
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;61566;13571;0;;;;2020;7
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;1354;0;;;;2018;10
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;62771;51996;0;;;;2018;6
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;0;71867;0;;;;2019;6
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;79947;0;;;;2020;11
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;9629;0;;;;2019;10
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;213419;0;;;;2018;9
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;1077;0;;;;2019;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;114548;0;0;;;;2018;10
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;CARBON AL GRANEL;16986;0;0;;;;2020;4
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;8061;0;;;;2019;9
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;14479;0;;;;2019;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;89934;0;;;;2019;12
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;28150;117;0;;;;2020;1
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;38723;0;;;;2020;5
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;73361;0;0;;;;2020;5
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;98888;0;;;;2018;9
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;21129;13477;0;;;;2019;9
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;1200;0;;;;2018;8
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;149983;187605;43831;;;;2019;10
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;7989;0;;;25240;2018;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;8570;47056;0;;;;2020;12
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;26042;0;;;;2018;5
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;76834;0;;;;2020;8
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;769;2018;7
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;62740;0;0;;;;2019;7
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;24459;20327;0;;;30897;2019;2
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;51175;0;;;;2019;4
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CARBON AL GRANEL;99444;0;0;;;;2020;6
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;131252;196853;234202;;;;2019;7
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2296216;0;0;;;;2018;4
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;51210;0;;;;2018;4
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;1202;2020;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;34193;0;0;;;;2020;5
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;0;0;;;2267;2019;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;27691;0;;;;2020;11
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;100;2030;0;;;6738;2019;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;11566;0;;;;2018;7
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;59560;;2020;7
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;147984;107986;23982;;;;2020;9
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;6947;0;0;;;;2019;7
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;16700;0;0;;;;2020;8
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;39864;7996;0;;;;2018;12
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;14353;0;;;;2018;6
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;392032;3697;0;;;95358;2019;7
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;0;250;47;;;;2020;5
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;CARBON AL GRANEL;152629;0;0;;;;2020;5
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;5748;2018;12
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7462;2018;12
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;14642;10927;6428;28596;;;2020;10
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;51061;11084;0;;;496;2018;2
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;14030;9378;0;;;12288;2019;7
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1907601;0;0;;;;2020;3
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;18984;0;;;;2020;4
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GENERAL;0;5500;0;;;;2020;10
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;272278;0;;;137096;2018;7
CIENAGA;AMERICAN PORT COMPANY INC;CARBON AL GRANEL;2278443;0;0;;;;2020;9
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;15773;23380;4575;25128;;;2018;12
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;227830;29491;0;;;;2019;9
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;CONTENEDORES;137044;183087;476656;;;;2019;1
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;45317;72219;0;;1718;;2020;2
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL SOLIDO DIFER. DE CARBON;0;0;0;;;4340;2019;4
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;61843;;2020;6
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;227640;0;0;;;;2018;8
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;27001;0;;3975;;2020;10
TURBO;PORTUARIA PUNTA DE VACA S.A.;GRANEL LIQUIDO;0;0;0;;;1485;2020;9
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;1499;;2020;2
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;13503;12918;0;;;;2018;7
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;11688;2019;12
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;20404;0;;;;2019;12
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;11709;119;0;;;;2019;4
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;CONTENEDORES;50055;138556;0;;;7463;2020;6
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;67874;0;;;;2020;4
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;29;0;160;;;2110;2018;4
TURBO;PROMOTORA BANANERA S.A;CONTENEDORES;6615;0;0;;;3912;2019;8
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;108;1013;;;442;2020;3
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GRANEL LIQUIDO;0;1447;0;;;;2018;9
TURBO;PROMOTORA BANANERA S.A;GENERAL;101;0;0;;;;2019;12
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;502;0;;;;2018;8
TUMACO;ROMERO Y BURGOS & CIA S.EN C.;GRANEL LIQUIDO;0;0;0;;0;;2020;8
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;12412;10405;5917;18048;;;2020;9
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;28;9;338;;;171;2019;7
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;17159;2018;3
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;GENERAL;160;368;96;;;;2018;12
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;88206;584839;2049;;;;2019;7
Z.P. RIO MAGDALENA;PUERTO PIMSA S.A.;GENERAL;0;0;0;;;9542;2019;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;4322;20177;557;;;564;2020;3
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;8290;0;;;;2019;3
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;1498;4501;0;;;;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;48357;0;0;;;;2020;3
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;7890;1933;0;;;1439;2018;3
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GENERAL;0;19495;0;;;;2019;10
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;60;37514;0;;3287;2;2019;10
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;852633;0;0;;;;2019;3
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;1092;0;;;;2020;6
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;28010;0;0;;;;2019;8
CARTAGENA;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA;GENERAL;20;68;0;;;;2020;9
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6533;0;;;;2018;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;0;37469;0;;;;2018;6
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;403682;0;;;20918;2019;5
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;CONTENEDORES;8068;3063;0;;;22109;2020;6
GUAJIRA;SOCIEDAD PORTUARIA DE LA PENINSULA S.A.;GENERAL;0;2762;0;;;;2019;2
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GENERAL;0;7300;0;;;;2018;1
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;28259;0;;;;2020;2
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;2819;2020;5
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4889;2020;9
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;0;0;0;;;2940;2020;3
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;CONTENEDORES;0;0;0;;;6923;2019;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;0;80177;0;;;;2020;5
GUAJIRA;CERREJON ZONA NORTE S.A.;CARBON AL GRANEL;2156998;0;0;;;;2019;1
BARRANQUILLA;BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.;GRANEL SOLIDO DIFER. DE CARBON;5511;10691;0;;2200;;2020;2
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;73100;;2019;9
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;15903;9967;0;;;;2019;1
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;52705;0;0;;;;2020;8
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GRANEL SOLIDO DIFER. DE CARBON;0;10437;0;;;2379;2018;6
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;29;0;;;1889;2020;5
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;4096;6806;0;;;;2018;12
BUENAVENTURA;GRUPO PORTUARIO S.A;GRANEL SOLIDO DIFER. DE CARBON;0;76258;0;;;;2019;7
G. MORROSQUILLO;OLEODUCTO CENTRAL SA;GRANEL LIQUIDO;1546023;0;0;;;;2020;10
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;58538;0;;;;2018;2
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;125438;0;;;;2019;8
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;21163;0;;;;2019;3
CARTAGENA;SOCIEDAD PORTUARIA TRANSMARSYP S.A.;GENERAL;0;0;0;;;1045;2019;7
G. MORROSQUILLO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;902009;0;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;72222;0;;;;2020;1
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GENERAL;204;0;0;;;;2020;9
CARTAGENA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CONTENEDORES;17420;15589;4053;27393;;;2020;12
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;7642;0;0;;;2750;2020;9
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;GRANEL LIQUIDO;17932;13482;0;;;;2018;5
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;11339;0;;;;2020;8
BUENAVENTURA;GRUPO PORTUARIO S.A;CARBON AL GRANEL;51011;0;0;;;;2019;3
CARTAGENA;ZONA FRANCA ARGOS S.A.S.;GRANEL SOLIDO DIFER. DE CARBON;66624;0;0;;;;2020;5
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CONTENEDORES;38505;67844;0;96;;0;2019;4
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;13200;0;0;;;;2020;10
CIENAGA;SOCIEDAD PORTUARIA PUERTO NUEVO S.A.;CARBON AL GRANEL;136266;0;0;;;;2020;9
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;37245;0;;;;2019;1
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;0;515;;;654;2019;12
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;31086;0;0;;;;2018;9
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;CONTENEDORES;0;0;24;;;;2020;5
GUAJIRA;CERREJON ZONA NORTE S.A.;GENERAL;0;842;0;;;;2018;5
TUMACO;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;50264;0;0;;;;2018;10
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GRANEL LIQUIDO;1501;0;0;;;3075;2020;5
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;0;109493;0;;;;2018;10
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;27863;0;;;;2019;2
GUAJIRA;PUERTO BRISA S.A.;CARBON AL GRANEL;7900;0;0;;;;2019;2
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6601;0;;;;2018;10
CARTAGENA;TERMINAL DE CONTENEDORES DE CARTAGENA S. A.;CONTENEDORES;130058;183713;1118580;;;;2019;1
SANTA MARTA;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA;CONTENEDORES;45852;17450;983;;;;2019;2
BARRANQUILLA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;9771;0;0;;;;2020;11
TURBO;C.I. UNIÓN DE BANANEROS DE URABA - UNIBAN;GENERAL;10130;35;0;;;;2018;12
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;CONTENEDORES;541;2435;0;8;;6015;2019;6
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;111733;;2020;11
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;13312;0;;;;2018;8
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GENERAL;0;28735;0;;;;2018;1
SAN ANDRES;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;4775;2018;10
BARRANQUILLA;PORTMAGDALENA S.A.;GRANEL LIQUIDO;0;11771;0;;5867;18536;2019;10
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GENERAL;1710;7476;168;;;604;2018;4
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;7262;2086;0;;;;2020;6
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GENERAL;0;0;0;;;7000;2020;5
BARRANCABERMEJA;ECOPETROL S.A.;GRANEL LIQUIDO;0;0;0;;66847;;2019;8
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GENERAL;0;0;0;;155;;2020;10
CARTAGENA;PUERTO BUENAVISTA S.A;GENERAL;7255;0;0;;;1115;2020;9
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;303584;8634;0;;;57899;2019;3
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GENERAL;0;56003;0;;;;2018;7
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;45116;0;;;;2019;4
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;GENERAL;49;13741;0;;2710;1376;2019;5
GUAJIRA;CERREJON ZONA NORTE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;6546;0;;;;2018;6
BARRANQUILLA;PALERMO SOCIEDAD PORTUARIA S.A;GRANEL LIQUIDO;0;16546;0;;;;2018;8
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;0;17038;0;;;;2019;4
CARTAGENA;ALGRANEL S.A.;GRANEL LIQUIDO;2201;9335;0;;;;2020;11
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;24241;0;;;;2019;4
TURBO;PROMOTORA BANANERA S.A;GENERAL;2;0;0;;;;2019;3
SAN ANDRES;SAN ANDRES PORT SOCIETY SA;GENERAL;0;143;0;;;5738;2019;3
CARTAGENA;NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A;GRANEL LIQUIDO;0;0;0;;;7167;2018;2
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;54222;0;0;;;;2019;8
SANTA MARTA;CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS SAS;GRANEL LIQUIDO;0;409212;0;;;44383;2019;2
CARTAGENA;SOCIEDAD PORTUARIA BAVARIA S.A;GRANEL SOLIDO DIFER. DE CARBON;2054;0;0;;;;2018;9
CARTAGENA;SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.;GRANEL LIQUIDO;0;65473;0;;;;2020;2
BARRANCABERMEJA;SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.;GRANEL LIQUIDO;0;0;0;;51722;;2018;7
CARTAGENA;SOCIEDAD PORTUARIA DEL DIQUE S.A.;GRANEL LIQUIDO;0;0;0;;;13217;2019;4
CARTAGENA;OILTANKING COLOMBIA SA;GRANEL LIQUIDO;0;18280;0;;;;2019;2
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;32858;0;;;;2019;7
CARTAGENA;SOCIEDAD PORTUARIA PUERTO BAHIA;GRANEL LIQUIDO;197159;31014;0;;;;2019;3
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GRANEL LIQUIDO;0;65469;0;;;;2020;3
BARRANQUILLA;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.;CARBON AL GRANEL;81010;0;0;;;;2020;2
CARTAGENA;SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.;GRANEL LIQUIDO;0;50448;0;;;;2020;3
BUENAVENTURA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;65152;0;;;;2018;6
TUMACO;SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A;GENERAL;0;0;0;;;12000;2019;9
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;24930;0;;;;2020;3
BARRANQUILLA;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;GRANEL LIQUIDO;0;33595;0;;;;2019;1
CARTAGENA;VOPAK COLOMBIA S.A.;GRANEL LIQUIDO;0;4093;0;;;5151;2020;7
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GENERAL;20359;12155;0;;;947;2019;12
TURBO;PROMOTORA BANANERA S.A;GENERAL;1967;0;0;;;;2020;1
G. MORROSQUILLO;COMPAÑIA DE PUERTOS ASOCIADOS S.A.;CARBON AL GRANEL;13000;0;0;;;;2020;8
CARTAGENA;SOCIEDAD PORTUARIA DEXTON S.A.;GRANEL LIQUIDO;7867;1220;0;;;;2018;4
GUAJIRA;CERREJON ZONA NORTE S.A.;CONTENEDORES;0;882;0;;;;2018;10
BUENAVENTURA;SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.;GRANEL SOLIDO DIFER. DE CARBON;0;20049;0;;;;2020;2
BUENAVENTURA;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A;GENERAL;132254;41733;0;;;;2018;12
BARRANQUILLA;SOCIEDAD PORTUARIA RIVERPORT S.A.;CARBON AL GRANEL;35755;0;0;;;;2020;9
CARTAGENA;ECOPETROL S.A.;GRANEL LIQUIDO;368902;133856;0;;;148505;2020;10
CARTAGENA;PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL;GRANEL LIQUIDO;10417;0;0;;;;2020;3
BARRANQUILLA;SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.;GRANEL LIQUIDO;0;10249;0;;;;2020;7
